Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS
1.0,0.047065162811354026,0.15270155618150313,0.13046351061379594,0.10361121834407148,0.04835343867020476,0.12096282162680264,0.05043669145065196,0.010205674843624196,0.1601258374472245,0.13047693707585445
0.047065162811354026,1.0,0.8465591443787088,0.7177102798385785,0.6884976353883084,0.636572732172161,0.40517807806226797,0.657612941635093,0.4029466695590693,0.05247965253372621,0.04094145681325325
0.15270155618150313,0.8465591443787088,1.0,0.7737384826379684,0.7052201229478957,0.5497110815657857,0.44153550532258096,0.508288284529919,0.46404551945134154,0.15923533440015883,0.15097288725060592
0.13046351061379594,0.7177102798385785,0.7737384826379684,1.0,0.8925736097046701,0.7026014051031544,0.5685687011062749,0.6166640115528549,0.6094254820203713,0.17553001802488724,0.16944941924324664
0.10361121834407148,0.6884976353883084,0.7052201229478957,0.8925736097046701,1.0,0.6372616199348743,0.4223463357483174,0.657830580336599,0.7712794055255937,0.18493387432948563,0.18026646355703244
0.04835343867020476,0.636572732172161,0.5497110815657857,0.7026014051031544,0.6372616199348743,1.0,0.6949315059900287,0.5730283269478669,0.6968035627050881,0.008240693399494573,0.0024222317316084357
0.12096282162680264,0.40517807806226797,0.44153550532258096,0.5685687011062749,0.4223463357483174,0.6949315059900287,1.0,0.3124032696152306,0.5011955109485182,-0.008269759320638333,-0.01654750005394034
0.05043669145065196,0.657612941635093,0.508288284529919,0.6166640115528549,0.657830580336599,0.5730283269478669,0.3124032696152306,1.0,0.5035994204200709,0.02233024921696196,0.02629830823269437
0.010205674843624196,0.4029466695590693,0.46404551945134154,0.6094254820203713,0.7712794055255937,0.6968035627050881,0.5011955109485182,0.5035994204200709,1.0,0.03511784033647598,0.037574466986126064
0.1601258374472245,0.05247965253372621,0.15923533440015883,0.17553001802488724,0.18493387432948563,0.008240693399494573,-0.008269759320638333,0.02233024921696196,0.03511784033647598,1.0,0.9494958625046862
0.13047693707585445,0.04094145681325325,0.15097288725060592,0.16944941924324664,0.18026646355703244,0.0024222317316084357,-0.01654750005394034,0.02629830823269437,0.037574466986126064,0.9494958625046862,1.0
